region,age,gender,raceethnicity,cli,hh_cmnty_cli,period,trust_experts
IL,25-44,Female,Hispanic,0.7425378,14.8991848,2021-07-01,56.457713625
IL,25-44,Female,NonHispanicAsian,0.6865632,8.1002591,2021-07-01,65.4955357
IL,25-44,Female,NonHispanicBlackAfricanAmerican,0.3460535,10.3660618,2021-07-01,42.579229025000004
IL,25-44,Female,NonHispanicMultipleOther,1.8976273,11.0131788,2021-07-01,49.40765985
IL,25-44,Female,NonHispanicWhite,0.8207784,13.2443864,2021-07-01,62.751728925
IL,25-44,Male,Hispanic,0.9784809,12.4425488,2021-07-01,53.3253979
IL,25-44,Male,NonHispanicAsian,0.1023544,12.6873691,2021-07-01,72.82608695
IL,25-44,Male,NonHispanicBlackAfricanAmerican,0.9018863,11.5887423,2021-07-01,50.89285715
IL,25-44,Male,NonHispanicMultipleOther,3.8404705,8.936308,2021-07-01,38.207547149999996
IL,25-44,Male,NonHispanicWhite,0.9891576,11.3964023,2021-07-01,57.87980265
IL,45-64,Female,Hispanic,0.5347539,9.940456,2021-07-01,55.67567565
IL,45-64,Female,NonHispanicAsian,0.0,6.5,2021-07-01,65.06391405000001
IL,45-64,Female,NonHispanicBlackAfricanAmerican,0.1334478,6.45012,2021-07-01,52.668571225
IL,45-64,Female,NonHispanicMultipleOther,0.0,10.7489311,2021-07-01,40.165829825
IL,45-64,Female,NonHispanicWhite,0.2788832,10.6033935,2021-07-01,62.198884899999996
IL,45-64,Male,Hispanic,0.6133409,11.4230308,2021-07-01,61.592017850000005
IL,45-64,Male,NonHispanicAsian,0.0,6.5656566,2021-07-01,68.785788575
IL,45-64,Male,NonHispanicBlackAfricanAmerican,0.8059529,9.072567,2021-07-01,64.1046683
IL,45-64,Male,NonHispanicMultipleOther,0.9148921,15.0446852,2021-07-01,37.098078375
IL,45-64,Male,NonHispanicWhite,0.7908517,8.9996455,2021-07-01,57.396056400000006
IL,65plus,Female,Hispanic,0.3358617,8.8857597,2021-07-01,64.111419475
IL,65plus,Female,NonHispanicBlackAfricanAmerican,0.0991373,8.5164796,2021-07-01,63.737937625
IL,65plus,Female,NonHispanicMultipleOther,1.0309278,12.7777778,2021-07-01,55.058823525
IL,65plus,Female,NonHispanicWhite,0.2308036,8.1852693,2021-07-01,65.7955191
IL,65plus,Male,NonHispanicBlackAfricanAmerican,0.0,7.2902397,2021-07-01,66.89349895
IL,65plus,Male,NonHispanicWhite,0.1983199,8.4973863,2021-07-01,57.367493425000006
IL,NotReported,NotReported,NotReported,1.3391306,13.1284225,2021-07-01,45.7952152
IN,18-24,Female,NonHispanicWhite,1.8878006,19.0276511,2021-07-01,60.3448276
IN,18-24,Male,NonHispanicWhite,2.5775122,16.1198552,2021-07-01,50.0
IN,25-44,Female,Hispanic,1.6154393,12.6231316,2021-07-01,59.016914425
IN,25-44,Female,NonHispanicBlackAfricanAmerican,1.8075799,11.5350351,2021-07-01,48.888888875
IN,25-44,Female,NonHispanicMultipleOther,1.3331398,16.5,2021-07-01,51.063829775
IN,25-44,Female,NonHispanicWhite,1.1572083,15.4942626,2021-07-01,57.403554525000004
IN,25-44,Male,NonHispanicWhite,0.8998523,12.1617886,2021-07-01,51.448974025
IN,45-64,Female,Hispanic,0.6134851,13.2279046,2021-07-01,62.74727865
IN,45-64,Female,NonHispanicBlackAfricanAmerican,0.0,7.6238042,2021-07-01,52.375896675
IN,45-64,Female,NonHispanicMultipleOther,0.1679602,15.9603093,2021-07-01,44.3089431
IN,45-64,Female,NonHispanicWhite,0.6831538,14.3612628,2021-07-01,57.285992225
IN,45-64,Male,NonHispanicMultipleOther,2.3569024,11.2903226,2021-07-01,24.273255825
IN,45-64,Male,NonHispanicWhite,0.5631949,8.7243308,2021-07-01,48.9330131
IN,65plus,Female,NonHispanicBlackAfricanAmerican,0.195973,10.5163874,2021-07-01,70.24596042499999
IN,65plus,Female,NonHispanicWhite,0.3382193,11.7411486,2021-07-01,60.258118950000004
IN,65plus,Male,NonHispanicWhite,0.298539,9.1126666,2021-07-01,54.936392675
IN,NotReported,NotReported,NotReported,2.6214727,16.4690497,2021-07-01,47.053875925
KS,25-44,Female,Hispanic,1.38954,21.3945459,2021-07-01,62.327441074999996
KS,25-44,Female,NonHispanicWhite,1.3367971,21.3131401,2021-07-01,60.8432057
KS,25-44,Male,NonHispanicWhite,1.0006963,15.0546608,2021-07-01,51.75131295
KS,45-64,Female,Hispanic,0.0,22.1649485,2021-07-01,53.1849076
KS,45-64,Female,NonHispanicWhite,1.0133725,18.1149137,2021-07-01,58.21109305
KS,45-64,Male,NonHispanicWhite,0.5872349,12.101573,2021-07-01,52.0859863
KS,65plus,Female,NonHispanicWhite,0.0512932,11.9811692,2021-07-01,62.390180775
KS,65plus,Male,NonHispanicWhite,0.0253762,9.7219092,2021-07-01,57.032029425000005
KY,18-24,Female,NonHispanicWhite,0.6427737,18.7010965,2021-07-01,50.657720775
KY,25-44,Female,NonHispanicWhite,0.9414132,18.5116545,2021-07-01,52.79570575
KY,25-44,Male,NonHispanicWhite,0.7900618,13.4004006,2021-07-01,49.046268725
KY,45-64,Female,NonHispanicBlackAfricanAmerican,1.0872557,14.4013423,2021-07-01,51.785714275000004
KY,45-64,Female,NonHispanicWhite,0.4851381,15.5762588,2021-07-01,54.433819150000005
KY,45-64,Male,NonHispanicWhite,0.8125261,12.0064578,2021-07-01,46.91880515
KY,65plus,Female,NonHispanicWhite,0.2733814,13.1125159,2021-07-01,56.337780075
KY,65plus,Male,NonHispanicWhite,0.2465646,8.9040962,2021-07-01,50.245456024999996
LA,18-24,Female,NonHispanicWhite,2.1355076,31.8246676,2021-07-01,45.833333325
LA,25-44,Female,Hispanic,2.3443047,25.8408452,2021-07-01,44.933612875
LA,25-44,Female,NonHispanicBlackAfricanAmerican,1.174474,20.9640804,2021-07-01,39.007762899999996
LA,25-44,Female,NonHispanicWhite,2.4296532,32.7208186,2021-07-01,53.505340825
LA,25-44,Male,NonHispanicWhite,1.0480352,23.8771885,2021-07-01,45.370876
LA,45-64,Female,NonHispanicBlackAfricanAmerican,1.160685,15.5051179,2021-07-01,46.687931075
LA,45-64,Female,NonHispanicMultipleOther,1.1251387,29.5860034,2021-07-01,34.5238095
LA,45-64,Female,NonHispanicWhite,1.7643095,27.2686288,2021-07-01,50.289229475
LA,45-64,Male,NonHispanicBlackAfricanAmerican,0.8310228,14.8937751,2021-07-01,59.510432975
LA,45-64,Male,NonHispanicMultipleOther,5.5555556,28.6585366,2021-07-01,29.674796733333334
LA,45-64,Male,NonHispanicWhite,1.0911616,20.3796889,2021-07-01,45.03488865
LA,65plus,Female,NonHispanicBlackAfricanAmerican,0.4531736,13.4376211,2021-07-01,64.961878525
LA,65plus,Female,NonHispanicWhite,1.2130939,23.1451079,2021-07-01,53.90673355
LA,65plus,Male,NonHispanicBlackAfricanAmerican,0.5924685,12.5690288,2021-07-01,73.14814815
LA,65plus,Male,NonHispanicWhite,0.3340803,18.4998287,2021-07-01,45.76251695
LA,NotReported,NotReported,NotReported,3.8418433,27.0852458,2021-07-01,42.26505265
MA,18-24,Female,NonHispanicWhite,0.097854,15.1406939,2021-07-01,67.953682075
MA,25-44,Female,Hispanic,0.992235,13.9421497,2021-07-01,55.466687025
MA,25-44,Female,NonHispanicMultipleOther,0.2138363,12.7977154,2021-07-01,59.19377635
MA,25-44,Female,NonHispanicWhite,0.4422242,8.2467521,2021-07-01,66.592966175
MA,25-44,Male,Hispanic,1.0428893,13.2513523,2021-07-01,57.291666675
MA,25-44,Male,NonHispanicWhite,0.7270439,9.6229695,2021-07-01,69.517602075
MA,45-64,Female,Hispanic,0.2443681,8.9914816,2021-07-01,54.42621785
MA,45-64,Female,NonHispanicWhite,0.5083574,8.8029305,2021-07-01,64.5974053
MA,45-64,Male,Hispanic,1.2395536,10.680981,2021-07-01,58.75797965
MA,45-64,Male,NonHispanicWhite,0.42065,7.7237275,2021-07-01,62.6273596
MA,65plus,Female,NonHispanicWhite,0.1893423,6.9047644,2021-07-01,67.6246115
MA,65plus,Male,NonHispanicWhite,0.0509754,6.0503464,2021-07-01,69.22492455
MA,NotReported,NotReported,NotReported,1.0118948,12.2703689,2021-07-01,51.276840725
MD,25-44,Female,Hispanic,1.072185,12.2271355,2021-07-01,54.497817425
MD,25-44,Female,NonHispanicBlackAfricanAmerican,0.3480866,8.5199324,2021-07-01,52.181754325
MD,25-44,Female,NonHispanicMultipleOther,0.0,13.6458123,2021-07-01,56.914893625
MD,25-44,Female,NonHispanicWhite,0.344364,10.9422066,2021-07-01,64.24862875
MD,25-44,Male,Hispanic,0.0718743,8.3803306,2021-07-01,58.31574675
MD,25-44,Male,NonHispanicBlackAfricanAmerican,1.0481987,9.3831975,2021-07-01,59.518829600000004
MD,25-44,Male,NonHispanicWhite,0.5928348,6.541624,2021-07-01,60.152196024999995
MD,45-64,Female,Hispanic,1.4874238,9.6984424,2021-07-01,63.462534175
MD,45-64,Female,NonHispanicBlackAfricanAmerican,0.0,5.5871223,2021-07-01,54.78160375
MD,45-64,Female,NonHispanicMultipleOther,0.2096987,12.4330865,2021-07-01,51.250000025
MD,45-64,Female,NonHispanicWhite,0.1944516,8.3782852,2021-07-01,66.7225569
MD,45-64,Male,Hispanic,0.075329,8.8201728,2021-07-01,60.8336706
MD,45-64,Male,NonHispanicBlackAfricanAmerican,0.5055489,6.3673264,2021-07-01,63.346926425
MD,45-64,Male,NonHispanicWhite,0.1653247,7.1841842,2021-07-01,62.380298975
MD,65plus,Female,NonHispanicBlackAfricanAmerican,0.4307827,7.1487462,2021-07-01,64.4358836
MD,65plus,Female,NonHispanicWhite,0.2245529,6.7881282,2021-07-01,65.75121490000001
MD,65plus,Male,NonHispanicBlackAfricanAmerican,0.3433826,6.2420846,2021-07-01,71.4004841
MD,65plus,Male,NonHispanicWhite,0.2343923,5.8602398,2021-07-01,64.58384745000001
MD,NotReported,NotReported,NotReported,1.1304058,10.3571055,2021-07-01,50.863310725000005
ME,25-44,Female,NonHispanicWhite,1.3906381,15.0645257,2021-07-01,64.02409595
ME,25-44,Male,NonHispanicWhite,0.6424628,9.0020018,2021-07-01,57.954545425000006
ME,45-64,Female,NonHispanicWhite,0.5599665,9.9612693,2021-07-01,64.4488608
ME,45-64,Male,NonHispanicWhite,0.6379496,8.3421918,2021-07-01,61.75161985
ME,65plus,Female,NonHispanicWhite,0.2730477,6.8346508,2021-07-01,71.691734825
ME,65plus,Male,NonHispanicWhite,0.0775811,7.5002332,2021-07-01,64.269956225
MI,18-24,Female,NonHispanicWhite,0.6792313,14.4409056,2021-07-01,62.447554575
MI,18-24,Male,NonHispanicWhite,0.9606463,7.8475426,2021-07-01,58.018867925
MI,25-44,Female,Hispanic,0.0533182,15.2839098,2021-07-01,54.120879125
MI,25-44,Female,NonHispanicBlackAfricanAmerican,0.1367776,12.5371032,2021-07-01,41.0
MI,25-44,Female,NonHispanicMultipleOther,0.0,10.3173223,2021-07-01,43.966747175
MI,25-44,Female,NonHispanicWhite,0.7271243,10.458842,2021-07-01,58.484370825
MI,25-44,Male,Hispanic,2.7979876,11.1881584,2021-07-01,55.1974448
MI,25-44,Male,NonHispanicMultipleOther,1.1106851,9.8885003,2021-07-01,41.538461525
MI,25-44,Male,NonHispanicWhite,0.3909643,8.4878598,2021-07-01,55.18554955
MI,45-64,Female,Hispanic,0.1695725,11.7011054,2021-07-01,55.7203956
MI,45-64,Female,NonHispanicBlackAfricanAmerican,0.7032767,8.477444,2021-07-01,49.772980950000004
MI,45-64,Female,NonHispanicMultipleOther,0.5905067,10.1535204,2021-07-01,46.201046125
MI,45-64,Female,NonHispanicWhite,0.2911805,8.4613808,2021-07-01,60.045632475
MI,45-64,Female,NotReported,2.4915825,9.3406593,2021-07-01,46.2535395
MI,45-64,Male,Hispanic,1.6542656,8.3916277,2021-07-01,60.97560975
MI,45-64,Male,NonHispanicBlackAfricanAmerican,0.0,7.3325408,2021-07-01,60.356284575000004
MI,45-64,Male,NonHispanicMultipleOther,1.2944046,12.0503053,2021-07-01,34.589869675
MI,45-64,Male,NonHispanicWhite,0.7147712,6.8308235,2021-07-01,54.9485445
MI,65plus,Female,NonHispanicBlackAfricanAmerican,0.0,9.1253124,2021-07-01,55.566339925
MI,65plus,Female,NonHispanicMultipleOther,0.0,11.1681592,2021-07-01,45.908753775
MI,65plus,Female,NonHispanicWhite,0.1682223,7.3891524,2021-07-01,63.870547075
MI,65plus,Female,NotReported,1.0169899,9.7186679,2021-07-01,47.2002351
MI,65plus,Male,NonHispanicBlackAfricanAmerican,0.0,8.7032421,2021-07-01,69.614624525
MI,65plus,Male,NonHispanicMultipleOther,1.4515254,6.5574861,2021-07-01,43.423579124999996
MI,65plus,Male,NonHispanicWhite,0.3672593,8.1010162,2021-07-01,59.900721125000004
MI,65plus,Male,NotReported,0.3230162,15.0,2021-07-01,48.48286875
MI,NotReported,NotReported,NotReported,0.9068618,13.2346599,2021-07-01,36.882309
MN,18-24,Female,NonHispanicWhite,0.4915953,11.9857342,2021-07-01,61.5079365
MN,25-44,Female,Hispanic,1.0387033,13.7609759,2021-07-01,56.481481474999995
MN,25-44,Female,NonHispanicWhite,0.6406066,11.4865129,2021-07-01,67.1212717
MN,25-44,Male,NonHispanicWhite,1.0693857,9.803603,2021-07-01,58.583807424999996
MN,45-64,Female,NonHispanicMultipleOther,1.5072207,9.8206892,2021-07-01,47.55434785
MN,45-64,Female,NonHispanicWhite,0.3548872,9.0852697,2021-07-01,69.0658054
MN,45-64,Male,NonHispanicWhite,0.7880339,8.448205,2021-07-01,59.1255088
MN,65plus,Female,NonHispanicWhite,0.1788658,7.647613,2021-07-01,69.35223765
MN,65plus,Male,NonHispanicWhite,0.1736858,5.9917165,2021-07-01,64.558836825
MN,NotReported,NotReported,NotReported,0.8470584,12.3308852,2021-07-01,55.29315475
MO,18-24,Female,NonHispanicWhite,2.1995355,30.2924841,2021-07-01,54.7323772
MO,25-44,Female,Hispanic,1.5190189,31.2324608,2021-07-01,51.271186425
MO,25-44,Female,NonHispanicBlackAfricanAmerican,2.8038684,25.1056586,2021-07-01,42.447916675
MO,25-44,Female,NonHispanicWhite,1.6028524,28.3843058,2021-07-01,58.869314075
MO,25-44,Male,NonHispanicWhite,1.381213,23.6279966,2021-07-01,51.5764666
MO,45-64,Female,NonHispanicBlackAfricanAmerican,2.0308919,11.3651496,2021-07-01,46.0417888
MO,45-64,Female,NonHispanicMultipleOther,2.671511,29.8006236,2021-07-01,46.18055555
MO,45-64,Female,NonHispanicWhite,1.0439733,26.4521026,2021-07-01,55.7952126
MO,45-64,Male,NonHispanicMultipleOther,0.4228419,21.7377318,2021-07-01,37.037037025
MO,45-64,Male,NonHispanicWhite,1.2140127,21.289688,2021-07-01,51.493453224999996
MO,65plus,Female,NonHispanicBlackAfricanAmerican,0.4192995,10.9527394,2021-07-01,56.919178625
MO,65plus,Female,NonHispanicWhite,0.4844655,18.297783,2021-07-01,60.380982325
MO,65plus,Male,NonHispanicWhite,0.4718867,17.4191634,2021-07-01,53.215907425000005
MO,NotReported,NotReported,NotReported,2.2462104,26.2731316,2021-07-01,48.353365374999996
MS,25-44,Female,NonHispanicBlackAfricanAmerican,2.2717395,19.1876893,2021-07-01,39.355553625
MS,25-44,Female,NonHispanicWhite,2.4485513,31.6447287,2021-07-01,47.487370225
MS,25-44,Male,NonHispanicWhite,1.0598345,18.263824,2021-07-01,42.643545925
MS,45-64,Female,NonHispanicBlackAfricanAmerican,0.5801729,15.524064,2021-07-01,50.279796675
MS,45-64,Female,NonHispanicWhite,1.5684815,24.505525,2021-07-01,44.7693315
MS,45-64,Male,NonHispanicBlackAfricanAmerican,0.0,18.9809705,2021-07-01,52.574192175
MS,45-64,Male,NonHispanicWhite,1.5611925,18.6557801,2021-07-01,38.4419396
MS,65plus,Female,NonHispanicBlackAfricanAmerican,0.0958928,12.1820458,2021-07-01,50.778176575
MS,65plus,Female,NonHispanicWhite,0.5841048,17.7768013,2021-07-01,49.73858635
MS,65plus,Male,NonHispanicWhite,0.2609385,18.9491028,2021-07-01,41.788254824999996
MS,NotReported,NotReported,NotReported,2.4718232,22.5389133,2021-07-01,47.158004925
MT,25-44,Female,NonHispanicWhite,0.7468104,13.8681026,2021-07-01,57.39144405
MT,25-44,Male,NonHispanicWhite,0.9989999,11.3899749,2021-07-01,51.724137925
MT,45-64,Female,NonHispanicWhite,0.0846982,11.5197783,2021-07-01,59.826794275
MT,45-64,Male,NonHispanicWhite,1.260323,12.3218685,2021-07-01,50.49323335
MT,65plus,Female,NonHispanicWhite,0.2819263,12.1898953,2021-07-01,65.73688515
MT,65plus,Male,NonHispanicWhite,0.5731477,6.7927596,2021-07-01,54.49762335
NC,18-24,Female,NonHispanicWhite,0.7855759,17.062638,2021-07-01,60.459183675
NC,25-44,Female,Hispanic,0.3411561,14.1699149,2021-07-01,51.120131625
NC,25-44,Female,NonHispanicBlackAfricanAmerican,1.021375,12.3912303,2021-07-01,46.17939195
NC,25-44,Female,NonHispanicMultipleOther,1.7354882,16.5939938,2021-07-01,39.148924475
NC,25-44,Female,NonHispanicWhite,1.1413419,16.3296332,2021-07-01,58.71735315
NC,25-44,Male,Hispanic,1.2668649,15.1854077,2021-07-01,59.267793149999996
NC,25-44,Male,NonHispanicBlackAfricanAmerican,0.7473108,9.8707085,2021-07-01,43.617021275
NC,25-44,Male,NonHispanicWhite,1.4026375,11.2357657,2021-07-01,51.670068925
NC,45-64,Female,Hispanic,0.8658162,14.5037541,2021-07-01,55.123432625
NC,45-64,Female,NonHispanicBlackAfricanAmerican,0.3564498,8.6418123,2021-07-01,54.690977075
NC,45-64,Female,NonHispanicMultipleOther,1.6067223,12.8415624,2021-07-01,35.079495625
NC,45-64,Female,NonHispanicWhite,0.5991154,12.7712236,2021-07-01,56.575938625
NC,45-64,Female,NotReported,1.0185185,11.7283951,2021-07-01,47.5609756
NC,45-64,Male,Hispanic,1.6791931,11.7694478,2021-07-01,54.956896549999996
NC,45-64,Male,NonHispanicBlackAfricanAmerican,0.2919988,9.0274381,2021-07-01,57.904478975
NC,45-64,Male,NonHispanicMultipleOther,1.9862165,13.6200357,2021-07-01,31.0285113
NC,45-64,Male,NonHispanicWhite,0.6342162,9.7167257,2021-07-01,53.6198564
NC,65plus,Female,NonHispanicBlackAfricanAmerican,0.1851856,9.2636878,2021-07-01,57.9832074
NC,65plus,Female,NonHispanicWhite,0.1860775,9.1808641,2021-07-01,62.19733785
NC,65plus,Female,NotReported,0.0,14.6630907,2021-07-01,47.404549349999996
NC,65plus,Male,NonHispanicBlackAfricanAmerican,0.0,5.5766361,2021-07-01,65.972652
NC,65plus,Male,NonHispanicMultipleOther,2.2727273,5.3571429,2021-07-01,42.37359055
NC,65plus,Male,NonHispanicWhite,0.2031042,10.0434228,2021-07-01,54.13516505
NC,NotReported,NotReported,NotReported,1.3552893,15.7026751,2021-07-01,38.62504645
ND,25-44,Female,NonHispanicWhite,1.0872352,9.8347217,2021-07-01,51.966292125
ND,25-44,Male,NonHispanicWhite,0.5275026,8.7933592,2021-07-01,47.6677149
ND,45-64,Female,NonHispanicWhite,0.1420306,11.6924778,2021-07-01,55.0415689
ND,45-64,Male,NonHispanicWhite,0.2263842,9.9479946,2021-07-01,48.892165775
ND,65plus,Female,NonHispanicWhite,0.0,10.8027611,2021-07-01,61.225736874999996
ND,65plus,Male,NonHispanicWhite,0.5981505,8.2513074,2021-07-01,50.454260675
NE,25-44,Female,NonHispanicWhite,1.5143804,16.4682472,2021-07-01,60.51829015
NE,25-44,Male,NonHispanicWhite,0.8178255,15.9763424,2021-07-01,53.1962086
NE,45-64,Female,NonHispanicWhite,0.3742551,13.220103,2021-07-01,59.056871525000005
NE,45-64,Male,NonHispanicWhite,1.326478,9.9254053,2021-07-01,50.374726425000006
NE,65plus,Female,NonHispanicWhite,0.0808798,11.4913565,2021-07-01,64.15200875
NE,65plus,Male,NonHispanicWhite,0.2380166,6.8754226,2021-07-01,59.695345950000004
NH,25-44,Female,NonHispanicWhite,0.5243557,10.029499,2021-07-01,62.33046535
NH,25-44,Male,NonHispanicWhite,0.8050203,8.818069,2021-07-01,52.3809524
NH,45-64,Female,NonHispanicWhite,0.5429375,8.9366025,2021-07-01,64.5016009
NH,45-64,Male,NonHispanicWhite,0.2552727,8.9295557,2021-07-01,57.4164106
NH,65plus,Female,NonHispanicWhite,0.102661,6.2648803,2021-07-01,69.925880825
NH,65plus,Male,NonHispanicWhite,0.0,4.7557271,2021-07-01,59.649202075000005
NJ,25-44,Female,Hispanic,0.2924027,8.7197385,2021-07-01,48.73518625
NJ,25-44,Female,NonHispanicAsian,0.2388481,12.5128402,2021-07-01,70.582365725
NJ,25-44,Female,NonHispanicBlackAfricanAmerican,0.0,7.3756774,2021-07-01,42.6829268
NJ,25-44,Female,NonHispanicMultipleOther,0.3012048,14.9350649,2021-07-01,59.7560976
NJ,25-44,Female,NonHispanicWhite,0.789442,10.0163173,2021-07-01,64.933518425
NJ,25-44,Male,Hispanic,0.1043895,5.5566424,2021-07-01,55.9461375
NJ,25-44,Male,NonHispanicAsian,1.0659486,8.1857815,2021-07-01,54.89130435
NJ,25-44,Male,NonHispanicWhite,0.8934639,8.7638514,2021-07-01,63.7155705
NJ,45-64,Female,Hispanic,0.0154367,8.4206341,2021-07-01,53.289582325
NJ,45-64,Female,NonHispanicAsian,0.0,4.5073377,2021-07-01,63.070330975000005
NJ,45-64,Female,NonHispanicBlackAfricanAmerican,0.540142,9.3254647,2021-07-01,59.7613758
NJ,45-64,Female,NonHispanicMultipleOther,0.4234089,7.2397846,2021-07-01,41.2990196
NJ,45-64,Female,NonHispanicWhite,0.2899303,7.5313882,2021-07-01,61.393243725000005
NJ,45-64,Male,Hispanic,0.0,10.0730838,2021-07-01,57.8294416
NJ,45-64,Male,NonHispanicAsian,0.0,8.1456457,2021-07-01,57.361444575
NJ,45-64,Male,NonHispanicBlackAfricanAmerican,0.6238318,12.5818331,2021-07-01,53.340382225
NJ,45-64,Male,NonHispanicMultipleOther,1.823223,10.7398298,2021-07-01,46.08163265
NJ,45-64,Male,NonHispanicWhite,0.2467069,7.4456644,2021-07-01,59.59250205
NJ,65plus,Female,Hispanic,0.0,7.5521947,2021-07-01,66.10882465
NJ,65plus,Female,NonHispanicBlackAfricanAmerican,0.6057516,7.0042635,2021-07-01,70.41390305
NJ,65plus,Female,NonHispanicWhite,0.1095769,6.0526749,2021-07-01,63.6560213
NJ,65plus,Male,Hispanic,0.2506286,8.7163124,2021-07-01,68.887716275
NJ,65plus,Male,NonHispanicWhite,0.2442397,8.3204264,2021-07-01,59.72246935
NJ,NotReported,NotReported,NotReported,0.4193795,10.2337051,2021-07-01,48.1000103
NM,25-44,Female,Hispanic,1.4598017,14.4940707,2021-07-01,50.42171395
NM,25-44,Female,NonHispanicWhite,0.7620409,16.6565212,2021-07-01,60.780326699999996
NM,25-44,Male,Hispanic,2.1444182,12.6365331,2021-07-01,42.0382883
NM,25-44,Male,NonHispanicWhite,0.5534892,8.2324611,2021-07-01,55.59210525
NM,45-64,Female,Hispanic,0.601742,12.0477415,2021-07-01,54.158732425
NM,45-64,Female,NonHispanicWhite,0.4939384,10.5097373,2021-07-01,63.051019000000004
NM,45-64,Male,Hispanic,0.1052653,12.5541996,2021-07-01,52.7074714
NM,45-64,Male,NonHispanicWhite,0.0808058,7.9899428,2021-07-01,56.501546375000004
NM,65plus,Female,Hispanic,0.0,11.461972,2021-07-01,61.7988962
NM,65plus,Female,NonHispanicWhite,0.1612667,7.8577326,2021-07-01,64.9100175
NM,65plus,Male,Hispanic,0.0,12.4066172,2021-07-01,63.90860225
NM,65plus,Male,NonHispanicWhite,0.3560924,7.4156909,2021-07-01,70.591628925
NV,25-44,Female,Hispanic,0.4741792,18.7389404,2021-07-01,50.1010101
NV,25-44,Female,NonHispanicWhite,0.7671689,21.0882535,2021-07-01,56.374905049999995
NV,25-44,Male,Hispanic,0.9913559,14.6831226,2021-07-01,40.021293066666665
NV,25-44,Male,NonHispanicWhite,0.8301092,13.1543469,2021-07-01,55.729166674999995
NV,45-64,Female,Hispanic,0.5416224,16.7741363,2021-07-01,50.065759674999995
NV,45-64,Female,NonHispanicWhite,0.7167321,13.9858221,2021-07-01,59.71816975
NV,45-64,Male,Hispanic,0.283846,14.1803774,2021-07-01,55.1533113
NV,45-64,Male,NonHispanicWhite,0.4430392,11.9631341,2021-07-01,60.725815525
